644,60061
645,60064
646,6014
647,6019
648,60231
649,60235
650,60372
651,60468
652,60479
653,60679
654,60874
655,6092
656,61036
657,61279
658,61369
659,61378
660,61408
661,61744
662,61746
663,61751
664,61836
665,61933
666,61986
667,6202
668,62086
669,62087
670,6213
671,6228
672,62468
673,62566
674,6269
675,62760
676,62908
677,63004
678,63341
679,63387
680,63554
681,63559
682,63561
683,63938
684,6398
685,64134
686,64253
687,6434
688,64351
689,64427
690,64883
691,64890
692,64941
693,6501
694,65018
695,65022
696,6511
697,65117
698,65243
699,6532
700,65336
701,65480
702,6553
703,65601
704,65688
705,65846
706,6593
707,65944
708,65972
709,65997
710,66028
711,6635
712,66397
713,66807
714,6696
715,6717
716,6725
717,6727
718,6752
719,67823
720,67918
721,6792
722,67930
723,67939
724,6794
725,68100
726,68175
727,68326
728,68542
729,68570
730,68594
731,68597
732,68702
733,6874
734,68788
735,68851
736,68899
737,68905
738,69149
739,69228
740,69235
741,69382
742,69716
743,69722
744,69786
745,69911
746,69914
747,69961
748,69970
749,70094
750,70125
751,7021
752,70329
753,70533
754,70539
755,70604
756,70616
757,70626
758,70769
759,70828
760,70849
761,70856
762,70868
763,70874
764,70900
765,71016
766,71037
767,71038
768,71065
769,71111
770,71132
771,71236
772,71359
773,71379
774,71417
775,71459
776,71597
777,71677
778,71699
779,71996
780,72158
781,7219
782,72192
783,72211
784,7242
785,7260
786,7310
787,7339
788,7340
789,7341
790,7358
791,7374
792,7392
793,7430
794,7434
795,7498
796,7520
797,7549
798,7588
799,7594
800,7622
801,7650
802,7688
803,7750
804,7765
805,7799
806,7846
807,8078
808,8114
809,8136
810,8137
811,848
812,8546
813,8548
814,8562
815,8791
816,8867
817,9140
818,9198
819,9517
820,9587
821,9610
822,9877
823,9902
824,9905
